2D,3D,4D,answer,type
"In triangle ABC, let M and N be the midpoints of AB and AC. What is the relationship between line MN and line BC?","In tetrahedron ABCD, let U, V, and W be the midpoints of AB, AC, and AD. What is the relationship between plane UVW and plane BCD?","In 5-cell ABCDE, let U, V, W, and X be the midpoints of AB, AC, AD, and AE. What is the relationship between 3D hyperplane UVWX and 3D hyperplane BCDE?",A,1
"In triangle ABC, let G be the centroid and let M be the midpoint of BC. Are points A, G, and B collinear?","In tetrahedron ABCD, let G be the centroid and let U be the centroid of face BCD. Are points A, G, B, and C coplanar?","In 5-cell ABCDE, let G be the centroid and let U be the centroid of facet BCDE. Are points A, G, B, C, and D cohyperplanar?",C,3
Line l is tangent to circle O at point P. What is the relationship between line l and line OP?,Plane PQR is tangent to sphere O at point S. What is the relationship between plane PQR and line OS?,3D hyperplane PQRS is tangent to 3-sphere O at point T. What is the relationship between 3D hyperplane PQRS and line OT?,B,1
"In rectangle ABCD, let P be the intersection point of diagonals AC and BD. Are points A, P, and D collinear?","In rectangular solid ABCD-EFGH, let P be the center of the rectangular solid. Are points A, P, D, and H coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), let P be the center of the tesseract. Are points A, P, D, H, and L cohyperplanar?",A,3
"In triangle ABC, let M be the midpoint of AB and N be the midpoint of BC. What is the relationship between line MN and line AC?","In tetrahedron ABCD, let U, V, and W be the midpoints of AB, BC, and CD. What is the relationship between plane UVW and plane ACD?","In 5-cell ABCDE, let U, V, W, and X be the midpoints of AB, BC, CD, and DE. What is the relationship between 3D hyperplane UVWX and 3D hyperplane ACDE?",D,1
Line AB is tangent to circle O at point A. Do line AB and line OA intersect?,Plane ABC is tangent to sphere O at point A. Do plane ABC and line OA intersect?,3D hyperplane ABCD is tangent to 3-sphere O at point A. Do 3D hyperplane ABCD and line OA intersect?,A,2
"In triangle ABC, let D be the foot of the altitude from A to line BC. Are points B, D, and C collinear?","In tetrahedron ABCD, let E be the foot of the altitude from A to plane BCD. Are points B, C, D, and E coplanar?","In 5-cell ABCDE, let F be the foot of the altitude from A to 3D hyperplane BCDE. Are points B, C, D, E, and F cohyperplanar?",A,3
"In triangle ABC, let G be the centroid. Do line AG and line BC intersect?","In tetrahedron ABCD, let G be the centroid. Do line AG and plane BCD intersect?","In 5-cell ABCDE, let G be the centroid. Do line AG and 3D hyperplane BCDE intersect?",A,2
"In triangle ABC, let M be the midpoint of AB. Are points A, M, and C collinear?","In tetrahedron ABCD, let U be the midpoint of AB. Are points A, U, C, D coplanar?","In 5-cell ABCDE, let U be the midpoint of AB. Are points A, U, C, D, E cohyperplanar?",B,3
"In rectangle ABCD, what is the relationship between line AB and line EF?","In rectangular solid ABCD-EFGH, what is the relationship between plane ABCD and plane EFGH?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ABCD-IJKL and 3D hyperplane EFGH-MNOP?",A,1
Line m intersects circle O at two distinct points A and B. Do line m and circle O intersect?,Plane P intersects sphere O in a circle. Do plane P and sphere O intersect?,3D hyperplane H intersects 3-sphere O in a sphere. Do 3D hyperplane H and 3-sphere O intersect?,A,2
"In rectangle ABCD, what is the relationship between line AB and line DG?","In rectangular solid ABCD-EFGH, what is the relationship between plane ABFE and plane DCHG?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ABEF-IJKL and 3D hyperplane DCHG-LONP?",D,1
"In triangle ABC, let H be the foot of the altitude from A to line BC. Do lines AH and BC intersect?","In tetrahedron ABCD, let H be the foot of the altitude from A to plane BCD. Do line AH and plane BCD intersect?","In 5-cell ABCDE, let H be the foot of the altitude from A to 3D hyperplane BCDE. Do line AH and 3D hyperplane BCDE intersect?",A,2
"In rectangle ABCD, do lines AB and CD intersect?","In rectangular solid ABCD-EFGH, do planes ABFE and DCGH intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ABEF-IJKL and DCGH-LONP intersect?",B,2
Line l is tangent to circle O at point A. Do line l and line OA intersect?,Plane P is tangent to sphere O at point A. Do plane P and line OA intersect?,3D hyperplane H is tangent to 3-sphere O at point A. Do 3D hyperplane H and line OA intersect?,A,2
"In triangle ABC, do lines AB and BC intersect?","In tetrahedron ABCD, do planes ABC and BCD intersect?","In 5-cell ABCDE, do 3D hyperplanes ABCD and BCDE intersect?",A,2
"In triangle ABC, let H be the foot of the altitude from B to line AC. Are points A, H, and C collinear?","In tetrahedron ABCD, let H be the foot of the altitude from B to plane ACD. Are points A, C, D, and H coplanar?","In 5-cell ABCDE, let H be the foot of the altitude from B to 3D hyperplane ACDE. Are points A, C, D, E, and H cohyperplanar?",A,3
"In rectangle ABCD, let P be the intersection point of diagonals AC and BD. Are points A, P, and C collinear?","In rectangular solid ABCD-EFGH, let P be the center of the rectangular solid. Are points A, C, G, and P coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), let P be the center of the tesseract. Are points A, C, G, O, and P cohyperplanar?",A,3
"In rectangle ABCD, let P be the intersection point of diagonals AC and BD. Are points A, B, and P collinear?","In rectangular solid ABCD-EFGH, let P be the center of the rectangular solid. Are points A, B, F, and P coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), let P be the center of the tesseract. Are points A, B, F, N, and P cohyperplanar?",B,3
"Line AB is a chord of circle O, and M is the midpoint of AB. Are points O, M, and A collinear?","Triangle ABC is a triangular section of sphere O, and G is the centroid of triangle ABC. Are points O, G, A, and B coplanar?","Tetrahedron ABCD is a tetrahedral section of 3-sphere O, and G is the centroid of tetrahedron ABCD. Are points O, G, A, B, and C cohyperplanar?",A,3
"In triangle ABC, let I be the incenter. Are points B, I, and C collinear?","In tetrahedron ABCD, let I be the incenter. Are points B, I, C, D coplanar?","In 5-cell ABCDE, let I be the incenter. Are points B, I, C, D, E cohyperplanar?",C,3
Line l is tangent to circle O at point T. What is the relationship between line l and line OT?,Plane P is tangent to sphere O at point T. What is the relationship between plane P and line OT?,3D hyperplane H is tangent to 3-sphere O at point T. What is the relationship between 3D hyperplane H and line OT?,B,1
Line m cuts circle O at two distinct points P and Q. Do line m and circle O intersect?,Plane Q cuts sphere O in a circle. Do plane Q and sphere O intersect?,3D hyperplane R cuts 3-sphere O in a sphere. Do 3D hyperplane R and 3-sphere O intersect?,A,2
"In rectangle ABCD, what is the relationship between line AB and line BC?","In rectangular solid ABCD-EFGH, what is the relationship between plane ABCD and plane BCGF?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ABCD-IJKL and 3D hyperplane BCGF-JKNO?",B,1
"In rectangle ABCD, what is the relationship between line AB and line AC?","In rectangular solid ABCD-EFGH, what is the relationship between plane ABCD and plane ACEG?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ABCD-IJKL and 3D hyperplane ACEG-IKMO?",D,1
"In triangle ABC, do lines AB and AC intersect?","In tetrahedron ABCD, do planes ABC and ACD intersect?","In 5-cell ABCDE, do 3D hyperplanes ABCD and ACDE intersect?",A,2
"In rectangle ABCD, do lines AD and BC intersect?","In rectangular solid ABCD-EFGH, do planes ADHE and BCGF intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ADHE-ILMP and BCGF-JKNO intersect?",B,2
Line AB is tangent to circle O at point C. Do line AB and line OC intersect?,Plane ABC is tangent to sphere O at point D. Do plane ABC and line OD intersect?,3D hyperplane ABCD is tangent to 3-sphere O at point E. Do 3D hyperplane ABCD and line OE intersect?,C,2
"Line m lies in the plane of circle O and does not pass through center O. What is the relationship between line m and line OA, where A is a point on circle O?","Plane P does not pass through the center O of sphere O. What is the relationship between plane P and line OA, where A is a point on sphere O?","3D hyperplane H does not pass through the center O of 3-sphere O. What is the relationship between 3D hyperplane H and line OA, where A is a point on the 3-sphere?",C,2
"In triangle ABC, let M be the midpoint of BC. Are points B, M, and C collinear?","In tetrahedron ABCD, let U, V, and W be the midpoints of BC, BD, and CD. Are points B, U, V, and W coplanar?","In 5-cell ABCDE, let U, V, W, and X be the midpoints of BC, BD, BE, and CD. Are points B, U, V, W, and X cohyperplanar?",A,3
"In triangle ABC, let I be the incenter. Are points A, I, and B collinear?","In tetrahedron ABCD, let I be the incenter. Are points A, I, B, and C coplanar?","In 5-cell ABCDE, let I be the incenter. Are points A, I, B, C, and D cohyperplanar?",C,3
"Line AB is tangent to circle O at point C. Are points A, O, and C collinear?","Plane ABC is tangent to sphere O at point D. Are points A, O, D, and B coplanar?","3D hyperplane ABCD is tangent to 3-sphere O at point E. Are points A, O, E, B, and C cohyperplanar?",C,3
"In rectangle ABCD, what is the relationship between line AD and line BC?","In rectangular solid ABCD-EFGH, what is the relationship between plane ADHE and plane BCGF?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplanes ADHE-ILMP and BCGF-JKNO?",A,1
"In rectangle ABCD, what is the relationship between line BC and line AC?","In rectangular solid ABCD-EFGH, what is the relationship between plane BCGF and plane ACEG?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplanes BCGF-JKNO and ACEG-IKMO?",C,1
"In triangle ABC, let D be the foot of the altitude from C to line AB. What is the relationship between line CD and line AB?","In tetrahedron ABCD, let E be the foot of the altitude from C to plane ABD. What is the relationship between line CE and plane ABD?","In 5-cell ABCDE, let F be the foot of the altitude from C to 3D hyperplane ABDE. What is the relationship between line CF and 3D hyperplane ABDE?",B,1
"In rectangle ABCD, do lines AB and AD intersect?","In rectangular solid ABCD-EFGH, do planes ABFE and ADHE intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ABEF-IJKL and ADHE-ILMP intersect?",A,2
"In rectangle ABCD, let P be the intersection point of diagonals AC and BD. Are points A, B, and C collinear?","In rectangular solid ABCD-EFGH, let P be the center of the rectangular solid. Are points A, B, C, and P coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), let P be the center of the tesseract. Are points A, B, C, D, and P cohyperplanar?",A,3
"In triangle ABC, let I be the incenter. Are points A, I, and C collinear?","In tetrahedron ABCD, let I be the incenter. Are points A, I, C, and D coplanar?","In 5-cell ABCDE, let I be the incenter. Are points A, I, C, D, and E cohyperplanar?",C,3
"Line m passes through the center O of circle O. What is the relationship between line m and line OA, where A is a point on circle O?","Plane P passes through the center O of sphere O. What is the relationship between plane P and line OA, where A is a point on sphere O?","3D hyperplane H passes through the center O of 3-sphere O. What is the relationship between 3D hyperplane H and line OA, where A is a point on the 3-sphere?",D,1
Line t is tangent to circle O at point B. Do line t and circle O intersect?,Plane P is tangent to sphere O at point B. Do plane P and sphere O intersect?,3D hyperplane H is tangent to 3-sphere O at point B. Do 3D hyperplane H and 3-sphere O intersect?,A,2
Line n lies in the plane of circle O and is disjoint from circle O. Do line n and circle O intersect?,Plane Q is outside sphere O and does not meet it. Do plane Q and sphere O intersect?,3D hyperplane R is outside 3-sphere O and does not meet it. Do 3D hyperplane R and 3-sphere O intersect?,B,2
"In triangle ABC, let M be the midpoint of AB. Are points A, B, and M collinear?","In tetrahedron ABCD, let U be the midpoint of AB. Are points A, B, C, and U coplanar?","In 5-cell ABCDE, let U be the midpoint of AB. Are points A, B, C, D, and U cohyperplanar?",A,3
"In rectangle ABCD, what is the relationship between line AB and line CG?","In rectangular solid ABCD-EFGH, what is the relationship between plane ABFE and plane CDHG?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplanes ABEF-IJKL and CDHG-KLON?",A,1
"In triangle ABC, let D be the foot of the altitude from B to line AC. Do line BD and line AC intersect?","In tetrahedron ABCD, let E be the foot of the altitude from B to plane ACD. Do line BE and plane ACD intersect?","In 5-cell ABCDE, let F be the foot of the altitude from B to 3D hyperplane ACDE. Do line BF and 3D hyperplane ACDE intersect?",A,2
"In triangle ABC, do lines AB and line through C parallel to AB intersect?","In tetrahedron ABCD, do plane ABC and the plane through D parallel to plane ABC intersect?","In 5-cell ABCDE, do 3D hyperplane ABCD and the 3D hyperplane through E parallel to 3D hyperplane ABCD intersect?",B,2
Line s intersects circle O at two distinct points C and D. What is the relationship between line s and line OC?,Plane P intersects sphere O in a circle containing point C. What is the relationship between plane P and line OC?,3D hyperplane H intersects 3-sphere O in a sphere containing point C. What is the relationship between 3D hyperplane H and line OC?,C,1
"In triangle ABC, are points A, B, and the centroid G collinear?","In tetrahedron ABCD, are points A, B, C, and the centroid G coplanar?","In 5-cell ABCDE, are points A, B, C, D, and the centroid G cohyperplanar?",C,3
